ORGANIZATION NAME,ORGANIZATION ID (IPF),PROJECT NUMBER,FUNDING MECHANISM,NIH REFERENCE,PI NAME,PI PERSON ID,PROJECT TITLE,DEPT NAME,NIH DEPT COMBINNING NAME,NIH MC COMBINING NAME,DIRECT COST,INDIRECT COST,FUNDING,CONGRESSIONAL DISTRICT,CITY,STATE OR COUNTRY NAME,ZIP CODE,ATTRIBUTED TO MEDICAL SCHOOL,MEDICAL SCHOOL LOCATION,INSTITUTION TYPE,AWARD NOTICE DATE,FOA
UNIV OF NORTH CAROLINA CHAPEL HILL,578206,5R34MH129218-03,RPGs - Non SBIR/STTR,10875513,"BARRINGTON, CLARE L",7341469,Piloting a multi-level intervention to promote viral suppression among transgender women living with HIV,HEALTH BEHAVIOR,MISCELLANEOUS,SCHOOLS OF PUBLIC HEALTH,"$57,599","$20,892","$78,491",4,CHAPEL HILL,NORTH CAROLINA,27599,,UNIVERSITY OF NORTH CAROLINA SCH OF MED,SCHOOLS OF PUBLIC HEALTH,6/28/24,PA-20-141
UNIV OF NORTH CAROLINA CHAPEL HILL,578206,5R01HD075875-11,RPGs - Non SBIR/STTR,10842229,"MASELKO, JOANNA",8156003,Early life adversities and the emergence of risk and resilience: a longitudinal study of child development,EPIDEMIOLOGY,PUBLIC HEALTH & PREV MEDICINE,SCHOOLS OF PUBLIC HEALTH,"$402,631","$90,141","$492,772",4,CHAPEL HILL,NORTH CAROLINA,27599,,UNIVERSITY OF NORTH CAROLINA SCH OF MED,SCHOOLS OF PUBLIC HEALTH,7/4/24,PA-19-056
UNIV OF NORTH CAROLINA CHAPEL HILL,578206,5P01HD112215-02,RPGs - Non SBIR/STTR,10841696,"HOSSEINIPOUR, MINA CHRISTINE",6414614,Preventing Infant Infections with Implementation Science in Malawi,MEDICINE,INTERNAL MEDICINE/MEDICINE,SCHOOLS OF MEDICINE,"$1,000,000","$249,107","$1,249,107",4,CHAPEL HILL,NORTH CAROLINA,27599,Y,UNIVERSITY OF NORTH CAROLINA SCH OF MED,SCHOOLS OF MEDICINE,3/30/24,RFA-HD-23-026
UNIV OF NORTH CAROLINA CHAPEL HILL,578206,2R35GM131923-06,RPGs - Non SBIR/STTR,10842592,"KUHLMAN, BRIAN A",3087569,Computational Design of Protein Structures and Complexes,BIOCHEMISTRY AND BIOPHYSICS,BIOCHEMISTRY,SCHOOLS OF MEDICINE,"$523,500","$280,853","$804,353",4,CHAPEL HILL,NORTH CAROLINA,27599,Y,UNIVERSITY OF NORTH CAROLINA SCH OF MED,SCHOOLS OF MEDICINE,4/3/24,PAR-22-180
UNIV OF NORTH CAROLINA CHAPEL HILL,578206,5K08AI156125-04,Other Research-Related,10839984,"VOGT, MATTHEW R",15281991,Human antibody modification of enterovirus D68 infection,PEDIATRICS,PEDIATRICS,SCHOOLS OF MEDICINE,"$138,899","$11,112","$150,011",4,CHAPEL HILL,NORTH CAROLINA,27599,Y,UNIVERSITY OF NORTH CAROLINA SCH OF MED,SCHOOLS OF MEDICINE,5/24/24,PA-20-203
UNIV OF NORTH CAROLINA CHAPEL HILL,578206,5T32GM135123-04,Training - Institutional,10877918,"VALDAR, WILLIAM",10632949,Predoctoral Training Program in Bioinformatics and Computational Biology,GENETICS,GENETICS,SCHOOLS OF MEDICINE,"$261,370","$13,310","$274,680",4,CHAPEL HILL,NORTH CAROLINA,27599,Y,UNIVERSITY OF NORTH CAROLINA SCH OF MED,SCHOOLS OF MEDICINE,6/4/24,PAR-17-341
UNIV OF NORTH CAROLINA CHAPEL HILL,578206,5T32AI007001-47,Training - Institutional,10840345,"SENA-SOBERANO, ARLENE C.",14382389,Training in Sexually Transmitted Infections and HIV,MEDICINE,INTERNAL MEDICINE/MEDICINE,SCHOOLS OF MEDICINE,"$587,548","$41,227","$573,274",4,CHAPEL HILL,NORTH CAROLINA,27599,Y,UNIVERSITY OF NORTH CAROLINA SCH OF MED,SCHOOLS OF MEDICINE,6/7/24,PA-20-142
UNIV OF NORTH CAROLINA CHAPEL HILL,578206,5R01HG012271-03,RPGs - Non SBIR/STTR,10877822,"BERG, JONATHAN S",1897396,"Age-based genomic screening in newborns, infants, and children: a novel paradigm in public health genomics",GENETICS,GENETICS,SCHOOLS OF MEDICINE,"$566,121","$314,197","$880,318",4,CHAPEL HILL,NORTH CAROLINA,27599,Y,UNIVERSITY OF NORTH CAROLINA SCH OF MED,SCHOOLS OF MEDICINE,8/21/24,RFA-HG-20-036
UNIV OF NORTH CAROLINA CHAPEL HILL,578206,5T32CA196589-10,Training - Institutional,10877837,"KABANOV, ALEXANDER V",1878357,CAROLINA CANCER NANOTECHNOLOGY TRAINING PROGRAM (C-CNTP),NONE,NONE,SCHOOLS OF PHARMACY,"$513,204","$37,495","$520,560",4,CHAPEL HILL,NORTH CAROLINA,27599,,UNIVERSITY OF NORTH CAROLINA SCH OF MED,SCHOOLS OF PHARMACY,6/14/24,PA-18-403
UNIV OF NORTH CAROLINA CHAPEL HILL,578206,5R34AA030939-02,RPGs - Non SBIR/STTR,10877785,"PARCESEPE, ANGELA",14153844,Enhancing HIV prevention and reducing alcohol use among people receiving STI care in Malawi: An HIV status neutral approach,MATERNAL AND CHILD HEALTH,PUBLIC HEALTH & PREV MEDICINE,SCHOOLS OF PUBLIC HEALTH,"$180,500","$23,481","$203,981",4,CHAPEL HILL,NORTH CAROLINA,27599,,UNIVERSITY OF NORTH CAROLINA SCH OF MED,SCHOOLS OF PUBLIC HEALTH,6/11/24,PA-21-110
UNIV OF NORTH CAROLINA CHAPEL HILL,578206,5K23NS121630-03,Other Research-Related,10877812,"YOUNCE, JOHN ROBERT",15602450,Prediction of outcomes for deep brain stimulation using multimodal MRI,NEUROLOGY,NEUROLOGY,SCHOOLS OF MEDICINE,"$221,541","$17,723","$239,264",4,CHAPEL HILL,NORTH CAROLINA,27599,Y,UNIVERSITY OF NORTH CAROLINA SCH OF MED,SCHOOLS OF MEDICINE,12/14/23,PA-20-205
UNIV OF NORTH CAROLINA CHAPEL HILL,578206,5R01AI175698-02,RPGs - Non SBIR/STTR,10839417,"FISCHER, WILLIAM",10121505,The Protective and Pathologic Features of the EVD Survivor Immune System,MEDICINE,INTERNAL MEDICINE/MEDICINE,SCHOOLS OF MEDICINE,"$626,426","$65,341","$691,767",4,CHAPEL HILL,NORTH CAROLINA,27599,Y,UNIVERSITY OF NORTH CAROLINA SCH OF MED,SCHOOLS OF MEDICINE,4/23/24,PA-20-185
UNIV OF NORTH CAROLINA CHAPEL HILL,578206,5R01MD018492-02,RPGs - Non SBIR/STTR,10839396,"FREDRICKSON, BARBARA LEE",1907020,Ameliorating Social Isolation in Populations Facing Health Disparities: Identifying Social Structural and Person-level Factors that Impede or Facilitate Health-related Social Behavior Change,PSYCHOLOGY AND NEUROSCIENCE,PSYCHOLOGY,SCHOOLS OF ARTS AND SCIENCES,"$386,647","$214,589","$601,236",4,CHAPEL HILL,NORTH CAROLINA,27599,,UNIVERSITY OF NORTH CAROLINA SCH OF MED,SCHOOLS OF ARTS AND SCIENCES,11/5/23,PAR-21-349
UNIV OF NORTH CAROLINA CHAPEL HILL,578206,5T32HL007149-48,Training - Institutional,10878733,"KEY, NIGEL S.",1887365,Research Training in Hematology at UNC Chapel Hill,MEDICINE,INTERNAL MEDICINE/MEDICINE,SCHOOLS OF MEDICINE,"$458,728","$32,778","$484,006",4,CHAPEL HILL,NORTH CAROLINA,27599,Y,UNIVERSITY OF NORTH CAROLINA SCH OF MED,SCHOOLS OF MEDICINE,7/2/24,PA-20-142
UNIV OF NORTH CAROLINA CHAPEL HILL,578206,5T32HD091058-08,Training - Institutional,10878694,"HUMMER, ROBERT A",1885771,From Biological to Social Processes: Interdisciplinary Training in Life Course Research,EPIDEMIOLOGY,PUBLIC HEALTH & PREV MEDICINE,SCHOOLS OF PUBLIC HEALTH,"$521,134","$30,571","$477,842",4,CHAPEL HILL,NORTH CAROLINA,27599,,UNIVERSITY OF NORTH CAROLINA SCH OF MED,SCHOOLS OF PUBLIC HEALTH,5/9/24,PA-20-142
UNIV OF NORTH CAROLINA CHAPEL HILL,578206,5R01DE030530-04,RPGs - Non SBIR/STTR,10878771,"SHPARGEL, KARL BRYAN",9559224,Enhancer activation mechanisms in cranial neural crest osteoblast differentiation,GENETICS,GENETICS,SCHOOLS OF MEDICINE,"$232,750","$123,724","$356,474",4,CHAPEL HILL,NORTH CAROLINA,27599,Y,UNIVERSITY OF NORTH CAROLINA SCH OF MED,SCHOOLS OF MEDICINE,7/8/24,PA-20-185
UNIV OF NORTH CAROLINA CHAPEL HILL,578206,5R01HL155098-04,RPGs - Non SBIR/STTR,10878786,"SERODY, JONATHAN S.",1865906,Enhancing Innate Immune Reconstitution Post Allogeneic HSCT.,MEDICINE,INTERNAL MEDICINE/MEDICINE,SCHOOLS OF MEDICINE,"$437,199","$242,646","$679,845",4,CHAPEL HILL,NORTH CAROLINA,27599,Y,UNIVERSITY OF NORTH CAROLINA SCH OF MED,SCHOOLS OF MEDICINE,8/1/24,PA-20-185
UNIV OF NORTH CAROLINA CHAPEL HILL,578206,5T32GM135095-05,Training - Institutional,10839832,"EMANUELE, MICHAEL JAMES",9400846,Predoctoral Training in the Pharmacological Sciences,PHARMACOLOGY,PHARMACOLOGY,SCHOOLS OF MEDICINE,"$522,740","$26,619","$549,359",4,CHAPEL HILL,NORTH CAROLINA,27599,Y,UNIVERSITY OF NORTH CAROLINA SCH OF MED,SCHOOLS OF MEDICINE,5/9/24,PAR-17-341
UNIV OF NORTH CAROLINA CHAPEL HILL,578206,5T32CA116339-17,Training - Institutional,10878679,"BASCH, ETHAN M.",8704946,Cancer Care Quality Training Program,LINEBERGER COMPREHENSIVE CANCER CENTER,INTERNAL MEDICINE/MEDICINE,SCHOOLS OF MEDICINE,"$400,725","$26,704","$392,446",4,CHAPEL HILL,NORTH CAROLINA,27599,Y,UNIVERSITY OF NORTH CAROLINA SCH OF MED,SCHOOLS OF MEDICINE,8/1/24,PA-20-142
UNIV OF NORTH CAROLINA CHAPEL HILL,578206,5K08DE031029-04,Other Research-Related,10878719,"MCKAY, LAUREN KATZ",15527455,Myogenic Mechanisms of Craniofacial Skeletal Muscle Regeneration,NONE,NONE,SCHOOLS OF DENTISTRY/ORAL HYGN,"$182,400","$14,592","$196,992",4,CHAPEL HILL,NORTH CAROLINA,27599,,UNIVERSITY OF NORTH CAROLINA SCH OF MED,SCHOOLS OF DENTISTRY/ORAL HYGN,6/12/24,PA-20-203
UNIV OF NORTH CAROLINA CHAPEL HILL,578206,2K12CA120780-16,Other Research-Related,10878260,"KIM, WILLIAM Y.",6772358,UNC Oncology K12,MEDICINE,INTERNAL MEDICINE/MEDICINE,SCHOOLS OF MEDICINE,"$749,999","$60,000","$756,019",4,CHAPEL HILL,NORTH CAROLINA,27599,Y,UNIVERSITY OF NORTH CAROLINA SCH OF MED,SCHOOLS OF MEDICINE,3/15/24,PAR-22-136
UNIV OF NORTH CAROLINA CHAPEL HILL,578206,5R35GM122532-08,RPGs - Non SBIR/STTR,10876921,"WEEKS, KEVIN M",1860696,Discovery and Function of Higher-Order RNA Structure,CHEMISTRY,CHEMISTRY,SCHOOLS OF ARTS AND SCIENCES,"$330,000","$169,973","$499,973",4,CHAPEL HILL,NORTH CAROLINA,27599,,UNIVERSITY OF NORTH CAROLINA SCH OF MED,SCHOOLS OF ARTS AND SCIENCES,6/18/24,PAR-19-367
UNIV OF NORTH CAROLINA CHAPEL HILL,578206,5R37CA247676-05,RPGs - Non SBIR/STTR,10877187,"VINCENT, BENJAMIN G",11108199,Gvl mHA Specific T Cell Responses Prevent AML Relapse Following Allogeneic Stem Cell Transplantation,MEDICINE,INTERNAL MEDICINE/MEDICINE,SCHOOLS OF MEDICINE,"$322,358","$176,624","$498,982",4,CHAPEL HILL,NORTH CAROLINA,27599,Y,UNIVERSITY OF NORTH CAROLINA SCH OF MED,SCHOOLS OF MEDICINE,6/17/24,PA-19-056
UNIV OF NORTH CAROLINA CHAPEL HILL,578206,5R35GM119614-08,RPGs - Non SBIR/STTR,10837888,"NIMCHUK, ZACHARY LUKE",12106116,Receptor kinase signal integration in stem cell maintenance and development.,BIOLOGY,BIOLOGY,SCHOOLS OF ARTS AND SCIENCES,"$250,000","$131,816","$381,816",4,CHAPEL HILL,NORTH CAROLINA,27599,,UNIVERSITY OF NORTH CAROLINA SCH OF MED,SCHOOLS OF ARTS AND SCIENCES,5/15/24,PAR-19-367
UNIV OF NORTH CAROLINA CHAPEL HILL,578206,5R35GM142666-04,RPGs - Non SBIR/STTR,10834200,"LEIBFARTH, FRANK ALBERT",11647762,Stereoselective Polymerization Methods for the Synthesis of Degradable Biomaterials,CHEMISTRY,CHEMISTRY,SCHOOLS OF ARTS AND SCIENCES,"$230,000","$115,332","$345,332",4,CHAPEL HILL,NORTH CAROLINA,27599,,UNIVERSITY OF NORTH CAROLINA SCH OF MED,SCHOOLS OF ARTS AND SCIENCES,4/15/24,PAR-20-117
UNIV OF NORTH CAROLINA CHAPEL HILL,578206,5R01AI085073-14,RPGs - Non SBIR/STTR,10876902,"HUDGENS, MICHAEL G",2224473,Causal Inference in Infectious Disease Prevention Studies,BIOSTATISTICS,BIOSTATISTICS & OTHER MATH SCI,SCHOOLS OF PUBLIC HEALTH,"$244,482","$82,943","$327,425",4,CHAPEL HILL,NORTH CAROLINA,27599,,UNIVERSITY OF NORTH CAROLINA SCH OF MED,SCHOOLS OF PUBLIC HEALTH,5/6/24,PA-19-056
UNIV OF NORTH CAROLINA CHAPEL HILL,578206,5R35GM147704-03,RPGs - Non SBIR/STTR,10876963,"GORDON, KACY LYNN",10621449,Extreme cell growth in support of stem cell proliferation and niche exit,BIOLOGY,BIOLOGY,SCHOOLS OF ARTS AND SCIENCES,"$250,000","$132,214","$382,214",4,CHAPEL HILL,NORTH CAROLINA,27599,,UNIVERSITY OF NORTH CAROLINA SCH OF MED,SCHOOLS OF ARTS AND SCIENCES,6/20/24,PAR-20-117
UNIV OF NORTH CAROLINA CHAPEL HILL,578206,5R01AA026363-05,RPGs - Non SBIR/STTR,10877062,"MCELLIGOTT, ZOE ANASTASIA",8822295,Probing central amygdala neurotensin neurons in alcohol consumption,PSYCHIATRY,PSYCHIATRY,SCHOOLS OF MEDICINE,"$255,381","$141,736","$397,117",4,CHAPEL HILL,NORTH CAROLINA,27599,Y,UNIVERSITY OF NORTH CAROLINA SCH OF MED,SCHOOLS OF MEDICINE,6/11/24,PA-19-056
UNIV OF NORTH CAROLINA CHAPEL HILL,578206,5R01NS094596-08,RPGs - Non SBIR/STTR,10877088,"HEINZEN, ERIN L",8009374,Identification and molecular characterization of somatic mutations in MCD,NONE,NONE,SCHOOLS OF PHARMACY,"$528,523","$100,878","$629,401",4,CHAPEL HILL,NORTH CAROLINA,27599,,UNIVERSITY OF NORTH CAROLINA SCH OF MED,SCHOOLS OF PHARMACY,7/18/24,PA-20-185
UNIV OF NORTH CAROLINA CHAPEL HILL,578206,5R01AI045818-25,RPGs - Non SBIR/STTR,10877182,"CAMERON, CRAIG E.",1870596,RNA-dependent RNA Polymerase,MICROBIOLOGY AND IMMUNOLOGY,MICROBIOLOGY/IMMUN/VIROLOGY,SCHOOLS OF MEDICINE,"$259,981","$144,289","$404,270",4,CHAPEL HILL,NORTH CAROLINA,27599,Y,UNIVERSITY OF NORTH CAROLINA SCH OF MED,SCHOOLS OF MEDICINE,6/10/24,PA-20-185
UNIV OF NORTH CAROLINA CHAPEL HILL,578206,5U24ES035214-03,Other Research-Related,10877106,"TROPSHA, ALEXANDER",2797832,Supporting Biomedical Discovery with the ROBOKOP Graph Knowledgebase.,CHEMICAL BIOLOGY AND MEDICINAL CHEMISTRY,PHARMACOLOGY,SCHOOLS OF PHARMACY,"$587,807","$199,228","$787,035",4,CHAPEL HILL,NORTH CAROLINA,27599,,UNIVERSITY OF NORTH CAROLINA SCH OF MED,SCHOOLS OF PHARMACY,6/18/24,PAR-20-097
UNIV OF NORTH CAROLINA CHAPEL HILL,578206,5R01DA057312-02,RPGs - Non SBIR/STTR,10877165,"BELGER, AYSENIL",1867712,Developmental Pathophysiology of Adverse Patterns of Substance Use in Adolescents with Anxiety,PSYCHIATRY,PSYCHIATRY,SCHOOLS OF MEDICINE,"$482,259","$222,181","$704,440",4,CHAPEL HILL,NORTH CAROLINA,27599,Y,UNIVERSITY OF NORTH CAROLINA SCH OF MED,SCHOOLS OF MEDICINE,4/29/24,PA-20-184
UNIV OF NORTH CAROLINA CHAPEL HILL,578206,5U01AI162457-04,RPGs - Non SBIR/STTR,10832482,"DUNCAN, JOSEPH A",1952936,Efficacy of immunization with 4C-MenB in preventing experimental urethral infection with Neisseria gonorrhoeae.,MEDICINE,INTERNAL MEDICINE/MEDICINE,SCHOOLS OF MEDICINE,"$543,826","$234,710","$778,536",4,CHAPEL HILL,NORTH CAROLINA,27599,Y,UNIVERSITY OF NORTH CAROLINA SCH OF MED,SCHOOLS OF MEDICINE,5/9/24,PAR-18-633
UNIV OF NORTH CAROLINA CHAPEL HILL,578206,1R35GM153293-01,RPGs - Non SBIR/STTR,10841959,"CALABRESE, JOSEPH MAURO",7536715,Mechanisms of gene regulation by long noncoding RNAs,PHARMACOLOGY,PHARMACOLOGY,SCHOOLS OF MEDICINE,"$415,581","$214,117","$629,698",4,CHAPEL HILL,NORTH CAROLINA,27599,Y,UNIVERSITY OF NORTH CAROLINA SCH OF MED,SCHOOLS OF MEDICINE,4/1/24,PAR-22-180
UNIV OF NORTH CAROLINA CHAPEL HILL,578206,2R35GM134838-06,RPGs - Non SBIR/STTR,10841952,"GOLDSTEIN, ROBERT P",1919168,C. elegans Gastrulation: a Model for Understanding Apical Constriction Mechanisms,BIOLOGY,BIOLOGY,SCHOOLS OF ARTS AND SCIENCES,"$200,000","$106,628","$306,628",4,CHAPEL HILL,NORTH CAROLINA,27599,,UNIVERSITY OF NORTH CAROLINA SCH OF MED,SCHOOLS OF ARTS AND SCIENCES,5/1/24,PAR-22-180
UNIV OF NORTH CAROLINA CHAPEL HILL,578206,2R35GM131708-06,RPGs - Non SBIR/STTR,10840530,"ALEXANIAN, ERIK JOHN",10512222,Innovative Transformations of Fundamental Synthetic Building Blocks,CHEMISTRY,CHEMISTRY,SCHOOLS OF ARTS AND SCIENCES,"$340,000","$157,514","$497,514",4,CHAPEL HILL,NORTH CAROLINA,27599,,UNIVERSITY OF NORTH CAROLINA SCH OF MED,SCHOOLS OF ARTS AND SCIENCES,9/18/24,PAR-22-180
UNIV OF NORTH CAROLINA CHAPEL HILL,578206,5R35GM141833-04,RPGs - Non SBIR/STTR,10876476,"COOK, JEANETTE GOWEN",6868613,Cell Cycle Dynamics that Ensure Genome Maintenance,BIOCHEMISTRY AND BIOPHYSICS,BIOCHEMISTRY,SCHOOLS OF MEDICINE,"$372,109","$203,211","$575,320",4,CHAPEL HILL,NORTH CAROLINA,27599,Y,UNIVERSITY OF NORTH CAROLINA SCH OF MED,SCHOOLS OF MEDICINE,6/26/24,PAR-19-367
UNIV OF NORTH CAROLINA CHAPEL HILL,578206,5R01AI155510-04,RPGs - Non SBIR/STTR,10876439,"AUBE, JEFFREY",1865986,Discovery of Phospopantetheinyl Transferse Inhibitors Against Mycobacterium tuberculosis,CENTER FOR INTEGRATIVE CHEMICAL BIOLOGY AND DRUG DISCOVERY,PHARMACOLOGY,SCHOOLS OF PHARMACY,"$618,409","$152,188","$770,597",4,CHAPEL HILL,NORTH CAROLINA,27599,,UNIVERSITY OF NORTH CAROLINA SCH OF MED,SCHOOLS OF PHARMACY,6/17/24,PA-20-185
UNIV OF NORTH CAROLINA CHAPEL HILL,578206,5R01DA057776-02,RPGs - Non SBIR/STTR,10832649,"REISSNER, KATHRYN JOANNA",9437263,Functional consequences of cocaine self-administration on astrocytes,PSYCHOLOGY AND NEUROSCIENCE,PSYCHOLOGY,SCHOOLS OF ARTS AND SCIENCES,"$266,337","$136,013","$402,350",4,CHAPEL HILL,NORTH CAROLINA,27599,,UNIVERSITY OF NORTH CAROLINA SCH OF MED,SCHOOLS OF ARTS AND SCIENCES,3/1/24,PA-20-185
UNIV OF NORTH CAROLINA CHAPEL HILL,578206,5R01MH125479-04,RPGs - Non SBIR/STTR,10876408,"YAP, PEW-THIAN",10664885,Computational Diffusion MRI for Studying Early Human Brain Development,RADIOLOGY,RADIATION-DIAGNOSTIC/ONCOLOGY,SCHOOLS OF MEDICINE,"$279,133","$149,435","$428,568",4,CHAPEL HILL,NORTH CAROLINA,27599,Y,UNIVERSITY OF NORTH CAROLINA SCH OF MED,SCHOOLS OF MEDICINE,6/17/24,PA-20-185
UNIV OF NORTH CAROLINA CHAPEL HILL,578206,5R01DK125779-05,RPGs - Non SBIR/STTR,10875617,"TATE, DEBORAH F.",6724647,Optimization of a mHealth Behavioral Weight Loss Intervention for Young Adults,NONE,NONE,SCHOOLS OF MEDICINE,"$343,597","$190,696","$534,293",4,CHAPEL HILL,NORTH CAROLINA,27599,Y,UNIVERSITY OF NORTH CAROLINA SCH OF MED,SCHOOLS OF MEDICINE,7/11/24,PA-18-330
UNIV OF NORTH CAROLINA CHAPEL HILL,578206,4R01AG068399-02,RPGs - Non SBIR/STTR,10875774,"WU, GUORONG",10594466,Understanding Selectivity Mechanisms of Network Vulnerability and Resilience in Alzheimer's Disease by Establishing a Neurobiological Basis through Network Neuroscience,PSYCHIATRY,PSYCHIATRY,SCHOOLS OF MEDICINE,"$317,981","$163,105","$481,086",4,CHAPEL HILL,NORTH CAROLINA,27599,Y,UNIVERSITY OF NORTH CAROLINA SCH OF MED,SCHOOLS OF MEDICINE,7/29/24,PAR-18-706
UNIV OF NORTH CAROLINA CHAPEL HILL,578206,5R01HD102279-06,RPGs - Non SBIR/STTR,10875279,"BAUMGARTNER, JOY NOEL",10453464,Adolescent Wellness Visits in Tanzania,NONE,NONE,SCHOOLS OF MEDICINE,"$513,128","$128,008","$641,136",4,CHAPEL HILL,NORTH CAROLINA,27599,Y,UNIVERSITY OF NORTH CAROLINA SCH OF MED,SCHOOLS OF MEDICINE,7/1/24,PAR-19-274
UNIV OF NORTH CAROLINA CHAPEL HILL,578206,5T32NR007091-29,Training - Institutional,10835113,"SANTACROCE, SHEILA JUDGE",1959731,Interventions for Preventing and Managing Chronic Illness,NONE,NONE,SCHOOLS OF NURSING,"$511,502","$34,162","$456,580",4,CHAPEL HILL,NORTH CAROLINA,27599,,UNIVERSITY OF NORTH CAROLINA SCH OF MED,SCHOOLS OF NURSING,5/16/24,PA-20-142
UNIV OF NORTH CAROLINA CHAPEL HILL,578206,5R01CA244825-05,RPGs - Non SBIR/STTR,10874707,"LIU, PENGDA",10959055,Elucidating novel functions of cGAS in breast cancer,BIOCHEMISTRY AND BIOPHYSICS,BIOCHEMISTRY,SCHOOLS OF MEDICINE,"$217,313","$120,609","$337,922",4,CHAPEL HILL,NORTH CAROLINA,27599,Y,UNIVERSITY OF NORTH CAROLINA SCH OF MED,SCHOOLS OF MEDICINE,6/13/24,PA-19-056
UNIV OF NORTH CAROLINA CHAPEL HILL,578206,5R01MH124526-05,RPGs - Non SBIR/STTR,10875379,"ROSENBERG, NORA",10588894,Enhancing HIV assisted contact tracing in Malawi through blended learning: An Implementation Science Study,HEALTH BEHAVIOR,MISCELLANEOUS,SCHOOLS OF PUBLIC HEALTH,"$364,439","$62,944","$427,383",4,CHAPEL HILL,NORTH CAROLINA,27599,,UNIVERSITY OF NORTH CAROLINA SCH OF MED,SCHOOLS OF PUBLIC HEALTH,5/17/24,PA-18-279
UNIV OF NORTH CAROLINA CHAPEL HILL,578206,5R01AI158314-03,RPGs - Non SBIR/STTR,10874750,"TING, JENNY P",1882495,Role and Mitigation of Inflammasomes and Inflammation During COVID-19,GENETICS,GENETICS,SCHOOLS OF MEDICINE,"$438,845","$180,222","$619,067",4,CHAPEL HILL,NORTH CAROLINA,27599,Y,UNIVERSITY OF NORTH CAROLINA SCH OF MED,SCHOOLS OF MEDICINE,6/21/24,PAR-20-178
UNIV OF NORTH CAROLINA CHAPEL HILL,578206,5K99CA276700-02,Other Research-Related,10874777,"KLOMP, JENNIFER E",11866566,Mechanistic Basis for ERK in driving KRAS-dependent pancreatic cancer,PHARMACOLOGY,PHARMACOLOGY,SCHOOLS OF MEDICINE,"$103,183","$8,255","$111,438",4,CHAPEL HILL,NORTH CAROLINA,27599,Y,UNIVERSITY OF NORTH CAROLINA SCH OF MED,SCHOOLS OF MEDICINE,6/4/24,PA-20-188
UNIV OF NORTH CAROLINA CHAPEL HILL,578206,5T32CA071341-27,Training - Institutional,10874783,"DER, CHANNING J.",1860326,Cancer Cell Biology Training Program,PHARMACOLOGY,PHARMACOLOGY,SCHOOLS OF MEDICINE,"$316,644","$16,212","$332,856",4,CHAPEL HILL,NORTH CAROLINA,27599,Y,UNIVERSITY OF NORTH CAROLINA SCH OF MED,SCHOOLS OF MEDICINE,7/23/24,PA-20-142
UNIV OF NORTH CAROLINA CHAPEL HILL,578206,5K08CA248960-06,Other Research-Related,10874521,"MILLER, BRIAN C",8049337,Targeting Unique Meyloid Populations to Overcome Anti-PD-1 Resistance Conferred by Specific Cancer Mutations,MEDICINE,INTERNAL MEDICINE/MEDICINE,SCHOOLS OF MEDICINE,"$265,424","$21,234","$286,658",4,CHAPEL HILL,NORTH CAROLINA,27599,Y,UNIVERSITY OF NORTH CAROLINA SCH OF MED,SCHOOLS OF MEDICINE,6/17/24,PA-19-117
UNIV OF NORTH CAROLINA CHAPEL HILL,578206,5R01GM140154-04,RPGs - Non SBIR/STTR,10837056,"TROPSHA, ALEXANDER",2797832,"Enabling the Accelerated Discovery of Novel Chemical Probes by Integration of Crystallographic, Computational, and Synthetic Chemistry Approaches",NONE,NONE,SCHOOLS OF PHARMACY,"$394,000","$154,908","$548,908",4,CHAPEL HILL,NORTH CAROLINA,27599,,UNIVERSITY OF NORTH CAROLINA SCH OF MED,SCHOOLS OF PHARMACY,4/9/24,PA-19-056
UNIV OF NORTH CAROLINA CHAPEL HILL,578206,5R01AI176997-02,RPGs - Non SBIR/STTR,10874653,"DUNCAN, JOSEPH A",1952936,Understanding pathogen and host determinants of the natural history of N. gonorrhoeae infection,MEDICINE,INTERNAL MEDICINE/MEDICINE,SCHOOLS OF MEDICINE,"$495,503","$180,745","$676,248",4,CHAPEL HILL,NORTH CAROLINA,27599,Y,UNIVERSITY OF NORTH CAROLINA SCH OF MED,SCHOOLS OF MEDICINE,5/13/24,RFA-AI-22-034
UNIV OF NORTH CAROLINA CHAPEL HILL,578206,5K23AR079037-04,Other Research-Related,10874654,"THOMA, LOUISE M.",12345052,Helping Adults with RA PREVAIL: Developing a model to Preserve Valued Activities In Life,ALLIED HEALTH SCIENCES,OTHER HEALTH PROFESSIONS,SCHOOLS OF MEDICINE,"$122,647","$9,812","$132,459",4,CHAPEL HILL,NORTH CAROLINA,27599,Y,UNIVERSITY OF NORTH CAROLINA SCH OF MED,SCHOOLS OF MEDICINE,7/11/24,PA-20-206
UNIV OF NORTH CAROLINA CHAPEL HILL,578206,5K23MH131466-03,Other Research-Related,10873991,"DIAZ, MONICA MARIA",15652497,Improving identification of HIV-associated neurocognitive disorder (HAND) in Latin America: A multimodal approach to HAND in Peru,NEUROLOGY,NEUROLOGY,SCHOOLS OF MEDICINE,"$185,431","$12,049","$197,480",4,CHAPEL HILL,NORTH CAROLINA,27599,Y,UNIVERSITY OF NORTH CAROLINA SCH OF MED,SCHOOLS OF MEDICINE,5/30/24,PA-20-205
