ORGANIZATION NAME,ORGANIZATION ID (IPF),PROJECT NUMBER,FUNDING MECHANISM,NIH REFERENCE,PI NAME,PI PERSON ID,PROJECT TITLE,DEPT NAME,NIH DEPT COMBINING NAME,NIH MC COMBINING NAME,DIRECT COST,INDIRECT COST,FUNDING,CONGRESSIONAL DISTRICT,CITY,STATE OR COUNTRY NAME,ZIP CODE,ATTRIBUTED TO MEDICAL SCHOOL,MEDICAL SCHOOL LOCATION,INSTITUTION TYPE,AWARD NOTICE DATE,OPPORTUNITY NUMBER
BOSTON UNIVERSITY MEDICAL CAMPUS,894901,1F31DC022801-01,Training - Individual,11165550,"BELISLE, REBECCA MICHELE",79285647,Structure-function correspondence in the cortical organization of language,PHYSIOLOGY AND BIOPHYSICS,PHYSIOLOGY,SCHOOLS OF MEDICINE,"$48,974 ",,"$48,974 ",7,BOSTON,MASSACHUSETTS,2118,Y,BOSTON UNIVERSITY SCHOOL OF MEDICINE,SCHOOLS OF MEDICINE,12/12/24,PA-23-272
BOSTON UNIVERSITY MEDICAL CAMPUS,894901,3R01ES035053-03S1,RPGs - Non SBIR/STTR,11252912,"WESSELINK, AMELIA KENT",12352554,An assessment of environmental and neighborhood-level risk factors for subfertility among Black women in the U.S.,EPIDEMIOLOGY,PUBLIC HEALTH & PREV MEDICINE,SCHOOLS OF PUBLIC HEALTH,"$152,027 ",$0 ,"$152,027 ",7,BOSTON,MASSACHUSETTS,2118,,BOSTON UNIVERSITY SCHOOL OF MEDICINE,SCHOOLS OF PUBLIC HEALTH,1/6/25,PA-23-189
BOSTON UNIVERSITY MEDICAL CAMPUS,894901,3R01AG074213-03S2,RPGs - Non SBIR/STTR,11167232,"SCHON, KARIN",8766674,"Perceived racism, cardiovascular disease risk, and neurocognitive aging",ANATOMY AND NEUROBIOLOGY,ANATOMY/CELL BIOLOGY,SCHOOLS OF MEDICINE,"$5,050 ","$3,207 ","$8,257 ",7,BOSTON,MASSACHUSETTS,2118,Y,BOSTON UNIVERSITY SCHOOL OF MEDICINE,SCHOOLS OF MEDICINE,10/28/24,PA-23-189
BOSTON UNIVERSITY MEDICAL CAMPUS,894901,2R01GM117150-06A1,RPGs - Non SBIR/STTR,11072286,"GANEM, NEIL J.",8831758,Regulation of cell growth and proliferation by the Hippo pathway,PHARMACOLOGY AND EXPERIMENTAL THERAPEUTICS,PHARMACOLOGY,SCHOOLS OF MEDICINE,"$240,000 ","$146,685 ","$386,685 ",7,BOSTON,MASSACHUSETTS,2118,Y,BOSTON UNIVERSITY SCHOOL OF MEDICINE,SCHOOLS OF MEDICINE,12/18/24,PA-20-185
BOSTON UNIVERSITY MEDICAL CAMPUS,894901,5R37CA266193-04,RPGs - Non SBIR/STTR,11003257,"KENZIK, KELLY",11262899,Understanding rural mortality disparities in cancer: a multi-level approach,SURGERY,SURGERY,SCHOOLS OF MEDICINE,"$173,826 ","$94,824 ","$268,650 ",7,BOSTON,MASSACHUSETTS,2118,Y,BOSTON UNIVERSITY SCHOOL OF MEDICINE,SCHOOLS OF MEDICINE,12/6/24,PA-20-185
BOSTON UNIVERSITY MEDICAL CAMPUS,894901,1R01AG090553-01,RPGs - Non SBIR/STTR,11021605,"CHERRY, JONATHAN D",12537595,Characterization of the spatial and temporal response to tau in chronic traumatic encephalopathy,PATHOLOGY AND LABORATORY MEDICINE,PATHOLOGY,SCHOOLS OF MEDICINE,"$499,990 ","$317,494 ","$817,484 ",7,BOSTON,MASSACHUSETTS,2118,Y,BOSTON UNIVERSITY SCHOOL OF MEDICINE,SCHOOLS OF MEDICINE,11/22/24,PA-20-185
BOSTON UNIVERSITY MEDICAL CAMPUS,894901,5F31CA278588-02,Training - Individual,11015784,"HO, RACHEL XI-YEEN",78198451,Defining the tumor suppressive mechanism of the kinase STK25,PATHOLOGY AND LABORATORY MEDICINE,PATHOLOGY,SCHOOLS OF MEDICINE,"$48,974 ",,"$48,974 ",7,BOSTON,MASSACHUSETTS,2118,Y,BOSTON UNIVERSITY SCHOOL OF MEDICINE,SCHOOLS OF MEDICINE,1/10/25,PA-21-051
BOSTON UNIVERSITY MEDICAL CAMPUS,894901,1R03CA288281-01A1,RPGs - Non SBIR/STTR,11035359,"LANG, DEBORAH",8535541,The shared and distinct cistromes of YAP and TAZ in melanoma,DERMATOLOGY,DERMATOLOGY,SCHOOLS OF MEDICINE,"$50,000 ","$31,750 ","$81,750 ",7,BOSTON,MASSACHUSETTS,2118,Y,BOSTON UNIVERSITY SCHOOL OF MEDICINE,SCHOOLS OF MEDICINE,11/20/24,PAR-23-058
BOSTON UNIVERSITY MEDICAL CAMPUS,894901,2R01AG062109-02A1,RPGs - Non SBIR/STTR,11060755,"AU, RHODA",8624912,Cognitive heterogeneity in those with high Alzheimer's Disease Risk,ANATOMY AND NEUROBIOLOGY,ANATOMY/CELL BIOLOGY,SCHOOLS OF MEDICINE,"$499,941 ","$317,463 ","$817,404 ",7,BOSTON,MASSACHUSETTS,2118,Y,BOSTON UNIVERSITY SCHOOL OF MEDICINE,SCHOOLS OF MEDICINE,11/26/24,PAR-22-093
BOSTON UNIVERSITY MEDICAL CAMPUS,894901,1F31NS141294-01,Training - Individual,11066628,"BREEN, KERRY ANN",78452395,Aberrant DNA Methylation Associated with Repetitive Head Impact Exposure and Chronic Traumatic Encephalopathy,PHYSIOLOGY AND BIOPHYSICS,PHYSIOLOGY,SCHOOLS OF MEDICINE,"$48,974 ",,"$48,974 ",7,BOSTON,MASSACHUSETTS,2118,Y,BOSTON UNIVERSITY SCHOOL OF MEDICINE,SCHOOLS OF MEDICINE,12/11/24,PA-23-272
BOSTON UNIVERSITY MEDICAL CAMPUS,894901,5K01AI156022-05,Other Research-Related,11001464,"MARTINEZ, LEONARDO",14973429,Identifying effective and efficient approaches to tuberculosis screening in Brazilianprisons,EPIDEMIOLOGY,PUBLIC HEALTH & PREV MEDICINE,SCHOOLS OF PUBLIC HEALTH,"$117,850 ","$9,428 ","$127,278 ",7,BOSTON,MASSACHUSETTS,2118,,BOSTON UNIVERSITY SCHOOL OF MEDICINE,SCHOOLS OF PUBLIC HEALTH,1/2/25,PA-19-126
BOSTON UNIVERSITY MEDICAL CAMPUS,894901,5R01AI162850-04,RPGs - Non SBIR/STTR,11007269,"MIZGERD, JOSEPH P",1917012,Pulmonary pathophysiology sub-phenotypes of pneumonia,MEDICINE,INTERNAL MEDICINE/MEDICINE,SCHOOLS OF MEDICINE,"$479,539 ","$259,763 ","$739,302 ",7,BOSTON,MASSACHUSETTS,2118,Y,BOSTON UNIVERSITY SCHOOL OF MEDICINE,SCHOOLS OF MEDICINE,1/6/25,PA-20-185
BOWDOIN COLLEGE,902501,5G13LM014433-02,Other Research-Related,11004379,"KLINGLE, MATTHEW WILLIAM",14333012,Sweet Blood: Diabetes and the Changing Nature of Modern Health,NONE,NONE,UNIVERSITY-WIDE,"$49,957 ",$0 ,"$49,957 ",1,BRUNSWICK,MAINE,4011,,,UNIVERSITY-WIDE,12/9/24,PAR-21-046
BOWLING GREEN STATE UNIVERSITY,1523202,1R15AI183190-01A1,RPGs - Non SBIR/STTR,11043102,"TAN, XIAOHONG",11703134,Prepare Bioanalytical Aptamer Tools and Train Next-generation Scientists for SARS-CoV-3,CHEMISTRY,CHEMISTRY,SCHOOLS OF ARTS AND SCIENCES,"$291,000 ","$128,466 ","$419,466 ",5,BOWLING GREEN,OHIO,43403,,,SCHOOLS OF ARTS AND SCIENCES,12/27/24,PAR-21-155
BRANDEIS UNIVERSITY,925301,5R01GM096053-10,RPGs - Non SBIR/STTR,11055385,"THEOBALD, DOUGLAS LOWELL",9077409,"Evolution of enzyme function, mechanism, dynamics, and structure viewed at atomic resolution",BIOCHEMISTRY,BIOCHEMISTRY,SCHOOLS OF ARTS AND SCIENCES,"$201,240 ","$115,987 ","$317,227 ",5,WALTHAM,MASSACHUSETTS,2454,,,SCHOOLS OF ARTS AND SCIENCES,1/13/25,PA-20-185
BRANDEIS UNIVERSITY,925301,1R35GM156992-01,RPGs - Non SBIR/STTR,11021148,"BISSON FILHO, ALEXANDRE W",14252005,Archaea as a microbial model for developmental mechanoplasticity,BIOLOGY,BIOLOGY,SCHOOLS OF ARTS AND SCIENCES,"$250,000 ","$146,510 ","$396,510 ",5,WALTHAM,MASSACHUSETTS,2454,,,SCHOOLS OF ARTS AND SCIENCES,12/25/24,PAR-23-145
BRANDEIS UNIVERSITY,925301,4R00GM140217-03,RPGs - Non SBIR/STTR,11231304,"MEISEL, JOSHUA DANIEL",14084819,Identification of genetic and environmental suppressors of mitochondrial dysfunction,BIOLOGY,BIOLOGY,SCHOOLS OF ARTS AND SCIENCES,"$174,765 ","$74,235 ","$249,000 ",5,WALTHAM,MASSACHUSETTS,2454,,,SCHOOLS OF ARTS AND SCIENCES,1/9/25,PA-19-130
BRANDEIS UNIVERSITY,925301,5R01NS122970-04,RPGs - Non SBIR/STTR,11011442,"GRIFFITH, LESLIE C",1882591,Neurotransmitter Plasticity and Regulation of Behavior,BIOLOGY,BIOLOGY,SCHOOLS OF ARTS AND SCIENCES,"$225,000 ","$140,625 ","$365,625 ",5,WALTHAM,MASSACHUSETTS,2454,,,SCHOOLS OF ARTS AND SCIENCES,1/27/25,PA-20-185
BRANDEIS UNIVERSITY,925301,3R01NS103967-08S2,RPGs - Non SBIR/STTR,11229655,"RODAL, AVITAL ADAH",8875061,Roles of recycling endosomes in neuronal extracellular vesicle cargo traffic,BIOLOGY,BIOLOGY,SCHOOLS OF ARTS AND SCIENCES,"$47,531 ","$25,974 ","$73,505 ",5,WALTHAM,MASSACHUSETTS,2454,,,SCHOOLS OF ARTS AND SCIENCES,1/24/25,PA-23-189
BRANDEIS UNIVERSITY,925301,5R00GM136915-05,RPGs - Non SBIR/STTR,11007202,"DUCLOS YEVICK, HANNAH GABRIELLE",14321936,Investigating how mechanical connectivity yields developmental robustness,PHYSICS,PHYSICS,SCHOOLS OF ARTS AND SCIENCES,"$137,908 ","$86,193 ","$224,101 ",5,WALTHAM,MASSACHUSETTS,2454,,,SCHOOLS OF ARTS AND SCIENCES,12/18/24,PA-19-130
BRANDEIS UNIVERSITY,925301,5R01NS130670-11,RPGs - Non SBIR/STTR,11011359,"ROSBASH, MICHAEL",1880335,Addressing Protein Synthesis Regulation within Small Numbers of Discrete Neurons,BIOLOGY,BIOLOGY,SCHOOLS OF ARTS AND SCIENCES,"$225,000 ","$140,625 ","$365,625 ",5,WALTHAM,MASSACHUSETTS,2454,,,SCHOOLS OF ARTS AND SCIENCES,1/15/25,PA-20-185
BRANDEIS UNIVERSITY,925301,5R01AA029817-04,RPGs - Non SBIR/STTR,11000830,"REIF, SHARON",8447816,Advancing Recovery Pathways and Support Services for Alcohol Use Disorders among Black Men and Women,INSTITUTE FOR BEHAVIORAL HEALTH,MISCELLANEOUS,SCHOOLS OF SOCIAL WELFARE/WORK,"$438,098 ","$123,595 ","$561,693 ",5,WALTHAM,MASSACHUSETTS,2454,,,SCHOOLS OF SOCIAL WELFARE/WORK,12/20/24,RFA-AA-21-001
BRANDEIS UNIVERSITY,925301,5R01NS103967-08,RPGs - Non SBIR/STTR,10993175,"RODAL, AVITAL ADAH",8875061,Roles of Recycling Endosomes in Neuronal Extracellular Vesicle Cargo Traffic,BIOLOGY,BIOLOGY,SCHOOLS OF ARTS AND SCIENCES,"$265,859 ","$164,569 ","$430,428 ",5,WALTHAM,MASSACHUSETTS,2454,,,SCHOOLS OF ARTS AND SCIENCES,11/29/24,PA-20-185
BRANDEIS UNIVERSITY,925301,1R01AG091918-01,RPGs - Non SBIR/STTR,11072534,"KADENER, SEBASTIAN",14733357,Uncovering the functions of circRNAs in aging,BIOLOGY,BIOLOGY,SCHOOLS OF ARTS AND SCIENCES,"$416,722 ","$244,186 ","$660,908 ",5,WALTHAM,MASSACHUSETTS,2454,,,SCHOOLS OF ARTS AND SCIENCES,11/19/24,PA-20-185
BRANDEIS UNIVERSITY,925301,5R01GM124406-06,RPGs - Non SBIR/STTR,11001599,"KADENER, SEBASTIAN",14733357,Unraveling regulatory functions of circRNAs at the muscleblind locus,BIOLOGY,BIOLOGY,SCHOOLS OF ARTS AND SCIENCES,"$185,400 ","$108,169 ","$293,569 ",5,WALTHAM,MASSACHUSETTS,2454,,,SCHOOLS OF ARTS AND SCIENCES,12/30/24,PA-20-185
BRIGHAM AND WOMEN'S HOSPITAL,1080401,7R35GM153468-02,RPGs - Non SBIR/STTR,11222535,"MORRIS, SAMANTHA ANNETTE",11117640,Decoding the Molecular Mechanisms Governing Regulation and Reprogramming of Cellular Identity,,NONE,UNAVAILABLE,"$225,900 ","$177,750 ","$403,650 ",7,BOSTON,MASSACHUSETTS,2115,,,Independent Hospitals,1/28/25,PA-24-254
BRIGHAM AND WOMEN'S HOSPITAL,1080401,5R01AG075509-04,RPGs - Non SBIR/STTR,10996091,"BUTOVSKY, OLEG",8949681,Gender-dependent APOE4 regulation of neutrophil-microglia crosstalk in Alzheimer's disease,,NONE,UNAVAILABLE,"$375,867 ","$288,403 ","$664,270 ",7,BOSTON,MASSACHUSETTS,2115,,,Independent Hospitals,11/22/24,PA-20-185
BRIGHAM AND WOMEN'S HOSPITAL,1080401,5R01DK039773-38,RPGs - Non SBIR/STTR,11002324,"BONVENTRE, JOSEPH VINCENT",3314694,Mechanisms of Ischemic Kidney Injury and Repair,,NONE,UNAVAILABLE,"$358,147 ","$282,935 ","$641,082 ",7,BOSTON,MASSACHUSETTS,2115,,,Independent Hospitals,1/8/25,PA-20-185
BRIGHAM AND WOMEN'S HOSPITAL,1080401,5R01HL135142-06,RPGs - Non SBIR/STTR,11017005,"HUNNINGHAKE, GARY MATTHEW",1897840,Genetic and Genomic Characterization of the Occurrence and Progression of Interstitial Lung Abnormalities,,NONE,UNAVAILABLE,"$872,212 ","$516,474 ","$1,388,686 ",7,BOSTON,MASSACHUSETTS,2115,,,Independent Hospitals,11/26/24,PA-20-185
BRIGHAM AND WOMEN'S HOSPITAL,1080401,1R21HL177703-01,RPGs - Non SBIR/STTR,11044477,"NARDELLI, PIETRO",14879536,Assessment of microvascular volume in smokers using AI,,NONE,UNAVAILABLE,"$75,000 ","$59,250 ","$134,250 ",7,BOSTON,MASSACHUSETTS,2115,,,Independent Hospitals,1/17/25,PAR-23-036
BRIGHAM AND WOMEN'S HOSPITAL,1080401,5R01DK138260-02,RPGs - Non SBIR/STTR,11015851,"GOPAL, MURUGAIYAN",11529091,Development of novel PD1 agonist therapeutic strategies for inflammatory bowel disease,,NONE,UNAVAILABLE,"$255,236 ","$162,048 ","$417,284 ",7,BOSTON,MASSACHUSETTS,2115,,,Independent Hospitals,11/27/24,PA-20-185
BRIGHAM AND WOMEN'S HOSPITAL,1080401,5K00CA245720-06,Other Research-Related,10988283,"MIRMAN, ZACHARY KENNETH",15119879,Genome Integrity Through the Cell Cycle in Homeostasis and Cancer,,NONE,UNAVAILABLE,"$97,968 ","$7,837 ","$105,805 ",7,BOSTON,MASSACHUSETTS,2115,,,Independent Hospitals,11/4/24,RFA-CA-19-002
BRIGHAM AND WOMEN'S HOSPITAL,1080401,5R01MH132632-02,RPGs - Non SBIR/STTR,10993145,"WHEELER, MICHAEL ALEX",11012582,Control of ETV1 transcriptional networks in amygdalar astrocytes,,NONE,UNAVAILABLE,"$212,500 ","$157,131 ","$369,631 ",7,BOSTON,MASSACHUSETTS,2115,,,Independent Hospitals,11/20/24,PA-20-185
BRIGHAM AND WOMEN'S HOSPITAL,1080401,1R01AI187513-01,RPGs - Non SBIR/STTR,11025330,"SHAFIEE, HADI",11198751,Rapid point of care Hepatitis C virus detection using a long-lasting luminescent cascade signal amplification,,NONE,UNAVAILABLE,"$494,108 ","$390,345 ","$884,453 ",7,BOSTON,MASSACHUSETTS,2115,,,Independent Hospitals,11/22/24,PA-20-185
BRIGHAM AND WOMEN'S HOSPITAL,1080401,1K24HL173667-01A1,Other Research-Related,11051504,"HERSH, CRAIG P",1895619,Patient oriented research and mentoring in COPD biomarker studies,,NONE,UNAVAILABLE,"$122,117 ","$9,666 ","$131,783 ",7,BOSTON,MASSACHUSETTS,2115,,,Independent Hospitals,1/22/25,PA-20-186
BRIGHAM AND WOMEN'S HOSPITAL,1080401,1R01MH136503-01A1,RPGs - Non SBIR/STTR,11049269,"KUBICKI, MAREK",8476522,Using Neuroimaging to Investigate Mechanism-based Biomarkers of Schizophrenia,,NONE,UNAVAILABLE,"$518,971 ","$226,770 ","$745,741 ",7,BOSTON,MASSACHUSETTS,2115,,,Independent Hospitals,11/29/24,PA-20-185
BRIGHAM AND WOMEN'S HOSPITAL,1080401,1K24AR085342-01,Other Research-Related,11032134,"LIAO, KATHERINE PHOENIX",10351009,Mentoring Patient-Oriented Research Leveraging Bioinformatics to Study CV Risk in Rheumatic Disease,,NONE,UNAVAILABLE,"$136,960 ","$10,957 ","$147,917 ",7,BOSTON,MASSACHUSETTS,2115,,,Independent Hospitals,12/24/24,PA-20-186
BRIGHAM AND WOMEN'S HOSPITAL,1080401,5R01HL161087-04,RPGs - Non SBIR/STTR,11009975,"MURPHY, GEORGE F",1861046,Skin-Intrinsic Immunosuppressive Mesenchymal Stem Cells and aGVHD,,NONE,UNAVAILABLE,"$276,975 ","$95,416 ","$372,391 ",7,BOSTON,MASSACHUSETTS,2115,,,Independent Hospitals,12/19/24,PA-20-185
BRIGHAM AND WOMEN'S HOSPITAL,1080401,2R01HL155107-05A1,RPGs - Non SBIR/STTR,11047846,"LOSCALZO, JOSEPH",1876423,L-2-Hydroxyglutarate and Metabolic Remodeling in Hypoxia,,NONE,UNAVAILABLE,"$400,000 ","$289,774 ","$689,774 ",7,BOSTON,MASSACHUSETTS,2115,,,Independent Hospitals,12/13/24,PA-20-185
BRIGHAM AND WOMEN'S HOSPITAL,1080401,5R01HL171141-02,RPGs - Non SBIR/STTR,10991688,"HALU, ARDA",15460802,Using statistical network methods to elucidate the multi-omic modulators of the effect of maternal vitamin D levels on childhood asthma,,NONE,UNAVAILABLE,"$449,913 ","$355,431 ","$805,344 ",7,BOSTON,MASSACHUSETTS,2115,,,Independent Hospitals,11/25/24,PA-20-185
BRIGHAM AND WOMEN'S HOSPITAL,1080401,5R01NS115951-05,RPGs - Non SBIR/STTR,11014973,"WEINER, HOWARD L",1862670,Role of the Intestinal Microbiota in ALS,,NONE,UNAVAILABLE,"$374,566 ","$246,601 ","$621,167 ",7,BOSTON,MASSACHUSETTS,2115,,,Independent Hospitals,12/17/24,PA-19-056
BRIGHAM AND WOMEN'S HOSPITAL,1080401,5R01DK126855-05,RPGs - Non SBIR/STTR,11009904,"SHEU, ERIC GARLAND",9182546,'A microbiome-dependent bile acid metabolite improves type 2 diabetes.',,NONE,UNAVAILABLE,"$466,697 ","$122,695 ","$589,392 ",7,BOSTON,MASSACHUSETTS,2115,,,Independent Hospitals,12/31/24,PA-19-056
BRIGHAM AND WOMEN'S HOSPITAL,1080401,5K24AI180296-02,Other Research-Related,11001959,"LAIDLAW, TANYA MARIA",10666133,Patient-Oriented Research Mentorship and Training in Upper Airway Allergic and Inflammatory Diseases,,NONE,UNAVAILABLE,"$161,140 ","$12,891 ","$174,031 ",7,BOSTON,MASSACHUSETTS,2115,,,Independent Hospitals,11/19/24,PA-20-186
BRIGHAM AND WOMEN'S HOSPITAL,1080401,1R03DK141708-01,RPGs - Non SBIR/STTR,11032437,"GUPTA, SHRUTI",15129487,Early Detection and Treatment of Hematopoietic Stem Cell Transplant-Associated Thrombotic Microangiopathy (HSCT-TMA),,NONE,UNAVAILABLE,"$80,429 ","$63,539 ","$143,968 ",7,BOSTON,MASSACHUSETTS,2115,,,Independent Hospitals,12/18/24,PAR-22-129
BRIGHAM AND WOMEN'S HOSPITAL,1080401,5R01CA247957-05,RPGs - Non SBIR/STTR,10988239,"SCHATTON, TOBIAS",10603958,Functional analysis of a novelintegrin-dependent metastasis pathway in melanoma,,NONE,UNAVAILABLE,"$263,769 ","$196,870 ","$460,639 ",7,BOSTON,MASSACHUSETTS,2115,,,Independent Hospitals,12/20/24,PA-19-056
BRIGHAM AND WOMEN'S HOSPITAL,1080401,5R01CA267479-04,RPGs - Non SBIR/STTR,11015006,"GOPAL, MURUGAIYAN",11529091,MicroRNA control of tumor-promoting inflammation in colon cancer,,NONE,UNAVAILABLE,"$205,875 ","$141,823 ","$347,698 ",7,BOSTON,MASSACHUSETTS,2115,,,Independent Hospitals,1/22/25,PA-20-185
BRIGHAM AND WOMEN'S HOSPITAL,1080401,1R01HD114708-01A1,RPGs - Non SBIR/STTR,11047198,"ROHLOFF, PETER",12212299,An integrated intervention to address the double burden of maternal child malnutrition in Guatemala,,NONE,UNAVAILABLE,"$483,869 ","$157,778 ","$641,647 ",7,BOSTON,MASSACHUSETTS,2115,,,Independent Hospitals,12/25/24,PA-20-183
BRIGHAM AND WOMEN'S HOSPITAL,1080401,1R13AG092128-01,Other Research-Related,11074159,"POGANIK, JESSE R",14131776,2024 Biomarkers of Aging Conference,,NONE,UNAVAILABLE,"$40,534 ",,"$40,534 ",7,BOSTON,MASSACHUSETTS,2115,,,Independent Hospitals,10/28/24,PA-24-141
BRIGHAM AND WOMEN'S HOSPITAL,1080401,5K02NS131521-02,Other Research-Related,11001230,"MIERAU, SUSANNA",10850755,Restoring Cortical Network Function in Rett Syndrome,,NONE,UNAVAILABLE,"$238,640 ","$19,091 ","$257,731 ",7,BOSTON,MASSACHUSETTS,2115,,,Independent Hospitals,1/8/25,PA-20-174
BRIGHAM AND WOMEN'S HOSPITAL,1080401,1R03DE034380-01,RPGs - Non SBIR/STTR,11031100,"SIMON, LISA EMILY",14187206,Medicaid coverage of treatment for periodontal disease and its impact on health outcomes,,NONE,UNAVAILABLE,"$103,865 ","$82,053 ","$185,918 ",7,BOSTON,MASSACHUSETTS,2115,,,Independent Hospitals,1/27/25,PAR-22-160
BRIGHAM AND WOMEN'S HOSPITAL,1080401,5R01ES025530-09,RPGs - Non SBIR/STTR,10990529,"QUINTANA, FRANCISCO J.",8585646,Role of AHR in Dendritic Cells in the Control of CNS Autoimmunity,,NONE,UNAVAILABLE,"$225,000 ","$147,171 ","$372,171 ",7,BOSTON,MASSACHUSETTS,2115,,,Independent Hospitals,11/26/24,PA-20-185
BRIGHAM AND WOMEN'S HOSPITAL,1080401,5R01HG012810-03,RPGs - Non SBIR/STTR,11051238,"LANE, JACQUELINE MARIE",11926982,"Leveraging human genetics to overcome complex diagnostic challenges, evaluation of pan-ancestry polygenic scores to reduce misdiagnosis of narcolepsy and circadian rhythm sleep wake disorders.",,NONE,UNAVAILABLE,"$368,904 ","$193,702 ","$562,606 ",7,BOSTON,MASSACHUSETTS,2115,,,Independent Hospitals,1/17/25,RFA-HG-21-041
BRIGHAM AND WOMEN'S HOSPITAL,1080401,5R01AI164475-04,RPGs - Non SBIR/STTR,11011423,"ABDI, REZA",7387417,New way in delivering immunomodulatory drugs in T1D,,NONE,UNAVAILABLE,"$375,651 ","$221,973 ","$597,624 ",7,BOSTON,MASSACHUSETTS,2115,,,Independent Hospitals,12/23/24,PA-20-185
BRIGHAM AND WOMEN'S HOSPITAL,1080401,5R01AI175582-02,RPGs - Non SBIR/STTR,11002019,"KUPPER, THOMAS S.",1879892,Skin vaccination and generation of protective lung-tropic memory T cells,,NONE,UNAVAILABLE,"$675,472 ","$236,912 ","$912,384 ",7,BOSTON,MASSACHUSETTS,2115,,,Independent Hospitals,11/4/24,PA-20-185
BRIGHAM AND WOMEN'S HOSPITAL,1080401,5R01NS113890-05,RPGs - Non SBIR/STTR,11010398,"SMIRNAKIS, STELIOS MANOLIS",9364026,Dense Analysis of Cortical Circuit Dysfunction in the MECP2-duplication Syndrome of Autism,,NONE,UNAVAILABLE,"$456,409 ","$146,120 ","$602,529 ",7,BOSTON,MASSACHUSETTS,2115,,,Independent Hospitals,1/8/25,PA-19-056
BRIGHAM AND WOMEN'S HOSPITAL,1080401,5K99CA286891-02,Other Research-Related,11021056,"ROMANOS-NANCLARES, ANDREA",78970212,A multi-omics approach to evaluate the role of chronic inflammation in breast cancer development,,NONE,UNAVAILABLE,"$152,380 ","$12,190 ","$164,570 ",7,BOSTON,MASSACHUSETTS,2115,,,Independent Hospitals,12/27/24,RFA-CA-22-035
BRIGHAM AND WOMEN'S HOSPITAL,1080401,5P41EB028741-05,Research Centers,10992165,"TEMPANY, CLARE M",1968834,Advanced Technologies - National Center for Image Guided Therapy (AT-NCIGT),,NONE,UNAVAILABLE,"$705,600 ","$533,250 ","$1,238,850 ",7,BOSTON,MASSACHUSETTS,2115,,,Independent Hospitals,12/20/24,PAR-18-205
BRIGHAM AND WOMEN'S HOSPITAL,1080401,5R01HL167960-02,RPGs - Non SBIR/STTR,10996161,"RICH-EDWARDS, JANET W",1913094,Leveraging machine learning for cardiovascular disease risk prediction and prevention in women with a history of adverse pregnancy outcomes,,NONE,UNAVAILABLE,"$563,807 ","$177,434 ","$741,241 ",7,BOSTON,MASSACHUSETTS,2115,,,Independent Hospitals,11/19/24,PA-20-185
BRIGHAM AND WOMEN'S HOSPITAL,1080401,1R01CA295752-01,RPGs - Non SBIR/STTR,11020350,"LI, ZHE",8656796,DNA damage-related stemness program during BRCA1 breast cancer initiation,,NONE,UNAVAILABLE,"$320,877 ","$206,282 ","$527,159 ",7,BOSTON,MASSACHUSETTS,2115,,,Independent Hospitals,12/6/24,PA-20-185
BRIGHAM AND WOMEN'S HOSPITAL,1080401,5R01HL160799-04,RPGs - Non SBIR/STTR,10989910,"MORA, SAMIA",2052860,Targeting the Active Resolution of Inflammation for Cardiovascular Disease Prevention,,NONE,UNAVAILABLE,"$508,004 ","$172,326 ","$680,330 ",7,BOSTON,MASSACHUSETTS,2115,,,Independent Hospitals,1/3/25,PA-20-185
BRIGHAM AND WOMEN'S HOSPITAL,1080401,5R01AI175040-03,RPGs - Non SBIR/STTR,11015917,"KOO, SOPHIA",9986130,"Rapid, Breath Volatile Metabolite-Based Diagnosis, Species Identification, and Antibiotic Resistance Profiling in Bacterial Pneumonia",,NONE,UNAVAILABLE,"$482,207 ","$271,017 ","$753,224 ",7,BOSTON,MASSACHUSETTS,2115,,,Independent Hospitals,1/16/25,RFA-AI-22-010
BRIGHAM AND WOMEN'S HOSPITAL,1080401,1R01CA288535-01A1,RPGs - Non SBIR/STTR,11047965,"SHAH, KHALID A",8586528,Cell surface receptor targeted therapies for brain tumors,,NONE,UNAVAILABLE,"$242,232 ","$175,626 ","$417,858 ",7,BOSTON,MASSACHUSETTS,2115,,,Independent Hospitals,1/7/25,PA-20-185
BRIGHAM AND WOMEN'S HOSPITAL,1080401,5R21HL168656-02,RPGs - Non SBIR/STTR,11001590,"ZHANG, Y. SHRIKE",12559030,Modeling Sex-Specific Cardiac Hypertrophy-on-a-Chip,,NONE,UNAVAILABLE,"$125,000 ","$98,750 ","$223,750 ",7,BOSTON,MASSACHUSETTS,2115,,,Independent Hospitals,12/12/24,PA-20-195
BRIGHAM AND WOMEN'S HOSPITAL,1080401,5R35HL166640-03,RPGs - Non SBIR/STTR,11015852,"ABDI, REZA",7387417,Targeted immune therapies in heart transplantation,,NONE,UNAVAILABLE,"$592,647 ","$342,688 ","$935,335 ",7,BOSTON,MASSACHUSETTS,2115,,,Independent Hospitals,1/22/25,RFA-HL-23-004
BRIGHAM AND WOMEN'S HOSPITAL,1080401,5R00NS114111-05,RPGs - Non SBIR/STTR,11032049,"WHEELER, MICHAEL ALEX",11012582,Molecular Control of Astrocytes in CNS Inflammation,,NONE,UNAVAILABLE,"$141,225 ","$107,775 ","$249,000 ",7,BOSTON,MASSACHUSETTS,2115,,,Independent Hospitals,1/27/25,PA-19-130
